연도,연번,지역,직장어린이집명,소재지,전화번호,설치일(인가일)
2022,216,서울특별시,예금보험공사어린이집,서울특별시 중구 청계천로 30 2층,02-318-3701,2013-07-12
2022,217,서울특별시,오뚜기 어린이집,서울특별시 강남구 영동대로 308 2층,02-2010-0200,2018-03-09
2022,218,서울특별시,용산구청직장어린이집,서울특별시 용산구 녹사평대로 150 종합행정타운 1층 (이태원동),02-794-2543,2010-04-13
2022,219,서울특별시,용산소방서직장어린이집,서울특별시 용산구 한강대로 167 용산소방서,02-749-6034,2020-02-27
2022,220,서울특별시,우리누리 어린이집(강남),서울특별시 강남구 테헤란로 114 국세종합상담센터 (역삼동),02-556-3331,2006-09-27
2022,221,서울특별시,우리누리 어린이집(중구),서울특별시 중구 삼일대로 340 나라키움빌딩 2층 (저동1가),02-2260-0257,2008-10-15
2022,222,서울특별시,우리누리송파어린이집,서울특별시 송파구 강동대로 62 (풍납동),02-488-5450,2015-02-25
2022,223,서울특별시,우리누리어린이집(동대문),서울특별시 동대문구 약령시로 159 (청량리동),02-963-5885,2008-05-28
2022,224,서울특별시,우리누리어린이집(영등포),서울특별시 영등포구 선유로 243,02-3667-0801,2007-10-05
2022,225,서울특별시,우리에프아이에스어린이집,서울특별시 마포구 월드컵북로60길 17 3층,02-302-6393,2019-02-21
2022,226,서울특별시,우리은행 어린이집,서울특별시 마포구 월드컵북로60길 17 우리금융상암센터 2층 보육시설,02-3151-3865,2010-02-26
2022,227,서울특별시,우리은행어린이집(성동),서울특별시 성동구 성수동2가 광나루로 324 우리은행 화양동지점,02-463-5015,2013-09-11
2022,228,서울특별시,우리은행어린이집(중구),서울특별시 중구 회현동1가 소공로 51,02-2002-3095,2016-08-25
2022,229,서울특별시,우아한어린이집,서울특별시 송파구 올림픽로32길 37-22,02-422-9941,2020-03-06
2022,230,서울특별시,워커힐행복어린이집,서울특별시 광진구 워커힐로 177 (광장동),02-450-6500,2012-06-20
2022,231,서울특별시,유한버들새싹어린이집,서울특별시 동작구 노량진로 74 유한양행,02-828-2506,2020-02-20
2022,232,서울특별시,은평구청어린이집,서울특별시 은평구 은평로 195 은평구청 별관1층(녹번동),02-3157-1552,2008-01-29
2022,233,서울특별시,은평성모병원어린이집,서울특별시 은평구 통일로 1021 별관2층,02-2030-4988,2019-04-01
2022,234,서울특별시,을지로 하나금융그룹 직장어린이집,서울특별시 중구 을지로2가 을지로 55 하나은행 2층,02-779-6227,2013-08-30
2022,235,서울특별시,이글아이어린이집,서울특별시 양천구 화곡로 25,070-7379-5603,2016-02-26
2022,236,서울특별시,이글아이영아어린이집,"서울특별시 양천구 화곡로3길 27-8 101동 103호(신월동, 제일아파트)",02-2602-2902,2018-06-28
2022,237,서울특별시,이노키즈어린이집,서울특별시 서초구 서초중앙로8길 47,02-581-5345,2018-03-01
2022,238,서울특별시,이랜드코코몽 어린이집,서울특별시 금천구 가산디지털1로 159,02-858-5579,2013-03-26
2022,239,서울특별시,이마트어린이집,서울특별시 성동구 성수동2가 뚝섬로 377,02-380-9105,2011-03-01
2022,240,서울특별시,이화오뚜기어린이집,서울특별시 서대문구 이화여대길 52 어린이집,02-3277-6607,2012-03-08
2022,241,서울특별시,이화의료원어린이집,서울특별시 강서구 공항대로 260 B관 4층,02-6986-5950,2019-09-18
2022,242,서울특별시,종로구청직장어린이집,서울특별시 종로구 삼봉로 43 (수송동),02-720-5852,1998-03-02
2022,243,서울특별시,중랑경찰서어린이집,서울특별시 중랑구 신내역로3길 40-10,02 -3423-3330,2022-02-24
2022,244,서울특별시,중랑구청직장어린이집,"서울특별시 중랑구 봉화산로 179 (신내동, 중랑구청 1층)",02-3422-3687,1997-06-01
2022,245,서울특별시,중앙그룹직장어린이집,서울특별시 마포구 월드컵북로 375,070-8672-9249,2020-08-26
2022,246,서울특별시,중앙대학교어린이집,서울특별시 동작구 흑석로 84 중앙대학교 307관 1층,02-881-7395,2016-09-12
2022,247,서울특별시,중앙대학교의료원 어린이집,서울특별시 동작구 흑석한강로 27 (흑석동 336) 흑석한강푸르지오 상가D동 B102,02-6332-0998,2011-09-16
2022,248,서울특별시,지마켓 베이트리 어린이집,서울특별시 강남구 테헤란로25길 53,02-566-3236,2013-03-01
2022,249,서울특별시,지밸리경협어린이집,"서울특별시 금천구 가산디지털1로 1 더루벤스밸리 305,306,307호",02-830-1501,2017-03-27
2022,250,서울특별시,지예슬어린이집,서울특별시 강남구 테헤란로25길 43,02-3453-5638,2012-03-02
2022,251,서울특별시,청정원 마곡 어린이집,서울특별시 강서구 초원로16길 12,02 -2664-1613,2022-06-14
2022,252,서울특별시,청정원 종로 어린이집,서울특별시 종로구 창경궁로 120,02-2231-1896,2021-12-01
2022,253,서울특별시,카페24직장어린이집,서울특별시 관악구 보라매로3길 23,02 -6279-2411,2020-08-25
2022,254,서울특별시,케이알엑스푸르니어린이집,서울특별시 영등포구 여의나루로 76,02-3774-4495,2006-04-14
2022,255,서울특별시,케이티앤지 어린이집,서울특별시 강남구 영동대로 416,02 -566 -1696,2022-08-23
2022,256,서울특별시,코레일오류동어린이집,서울특별시 구로구 경인로20가길 24 오류동 행복주택 내 직장어린이집,02-2612-2762,2005-04-07
2022,257,서울특별시,코스콤푸르니어린이집,서울특별시 영등포구 여의나루로4길 21,02 -761 -9881,2022-02-23
2022,258,서울특별시,쿠키즈(coukids) 어린이집,서울특별시 강남구 테헤란로 332 HJ타워 3층,02-6204-2114,2021-03-26
2022,259,서울특별시,쿠팡(위례)어린이집,서울특별시 송파구 위례광장로 188 아이온스퀘어 2F,02-400-7790,2020-10-13
2022,260,서울특별시,크래프톤 역삼 어린이집,서울특별시 강남구 논현로99길 21,02 -555 -6645,2021-08-27
2022,261,서울특별시,키즈일레븐어린이집,서울특별시 중구 한강대로 416 2층,02-6456-8560,2020-02-25
2022,262,서울특별시,토리좋은세상어린이집,서울특별시 양천구 신목로5길 5,02 -6734-6000,2022-06-22
2022,263,서울특별시,포스코 제1 어린이집,서울특별시 강남구 테헤란로 440 (대치동),02-3457-6282,2010-03-02
2022,264,서울특별시,포스코 제2 어린이집,서울특별시 강남구 테헤란로 440 포스코센터 4층,02-3457-6591,2020-03-01
2022,265,서울특별시,푸르니서초 어린이집,서울특별시 서초구 효령로67길 4 (서초동),02-525-1232,2003-09-09
2022,266,서울특별시,푸르지오비씨 어린이집,서울특별시 중구 을지로4가 을지로 170,02-2288-2761,2016-02-25
2022,267,서울특별시,푸른솔어린이집,서울특별시 송파구 정의로 30,02-430-5599,2017-03-03
2022,268,서울특별시,풀무원어린이집,서울특별시 강남구 광평로 280 4층,02-3412-7007,2014-03-07
2022,269,서울특별시,한국공항공사어린이집,서울특별시 강서구 하늘길 78 .,02-2660-2630,2016-03-01
2022,270,서울특별시,한국교직원공제회어린이집,서울특별시 영등포구 여의나루로 50 한국교직원공제회관 2층,02-786-1508,2018-03-28
2022,271,서울특별시,한국국방연구원 직장어린이집,서울특별시 동대문구 회기로 85 800동 (회기동),02-959-2169,2016-02-26
2022,272,서울특별시,한국수출입은행 꿈누리 어린이집,서울특별시 영등포구 은행로 38,02-6255-5696,2012-02-20
2022,273,서울특별시,한국쓰리엠어린이집,서울특별시 영등포구 의사당대로 82 하나금융투자빌딩 2층,02-761-6981,2017-01-25
2022,274,서울특별시,한국외국어대학교어린이집,서울특별시 동대문구 천장산로9길 11,02-2173-2518,2017-06-12
2022,275,서울특별시,한국원자력의학원어린이집,서울특별시 노원구 노원로 75 한국원자력의학원어린이집 (공릉동),02-970-2137,1996-11-04
2022,276,서울특별시,한국은행 어린이집,서울특별시 중구 남대문로2가 남대문로 55 한국은행 소공별관,02-750-6701,2010-02-26
2022,277,서울특별시,한국환경산업기술원 초록꿈나무 직장어린이집,서울특별시 은평구 진흥로 215 A동,02-356-7071,2020-04-01
2022,278,서울특별시,한국휴렛팩커드푸르니 어린이집,서울특별시 영등포구 국제금융로8길 27-8 엔에이치농협캐피탈빌딩 2층,02-780-7037,2009-02-27
2022,279,서울특별시,한샘어린이집(마포),서울특별시 마포구 성암로 179,02-6470-6300,2017-12-08
2022,280,서울특별시,한샘어린이집(서초),서울특별시 서초구 방배로 285 한샘빌딩,02-6908-4051,2020-05-01
2022,281,서울특별시,한섬아이어린이집,"서울특별시 강남구 언주로 808 2,3층(신사동, 유성빌딩)",02-540-1114,2016-09-29
2022,282,서울특별시,한세예스24 어린이집,서울특별시 영등포구 은행로 25 안원빌딩 2층,02-780-6889,2015-09-01
2022,283,서울특별시,한솔교육&CJ키즈빌어린이집,서울특별시 마포구 월드컵북로 361 5층,02-6393-0640,2012-03-02
2022,284,서울특별시,한숲어린이집,서울특별시 종로구 통일로 134(평동) 디타워돈의문 2층,02-735-1712,2016-09-02
2022,285,서울특별시,한양대학교 한양어린이집,서울특별시 성동구 왕십리로 222-1 한양대학교 내,02-2220-1528,1999-02-20
2022,286,서울특별시,한화여의도어린이집,서울특별시 영등포구 여의대로 56,02-3772-8165,2014-02-06
2022,287,서울특별시,한화태평로어린이집,서울특별시 중구 태평로2가 세종대로 92 4층,02-6366-7120,2014-02-10
2022,288,서울특별시,해군바다마을어린이집,서울특별시 영등포구 가마산로 540,02-834-7004,2017-02-24
2022,289,서울특별시,햇살가득어린이집,서울특별시 마포구 새창로6길 16 새창로6길 15(추후수정-도로명연동불가),02-719-9995,2017-08-30
2022,290,서울특별시,행복타운어린이집,서울특별시 마포구 마포대로 144 마포T타운 2층,070-7470-7580,2020-04-28
2022,291,서울특별시,현대글로비스 서울숲 어린이집,서울특별시 성동구 서울숲4길 5,02-462-2111,2021-10-28
2022,292,서울특별시,현대다솜어린이집,서울특별시 종로구 창덕궁길 19 현대다솜어린이집,02-746-7601,2013-08-27
2022,293,서울특별시,현대모비스모아어린이집,서울특별시 강남구 테헤란로13길 34,02-3454-0062,2020-07-23
2022,294,서울특별시,현대백화점 직장어린이집,서울특별시 강남구 테헤란로98길 12,02-6904-0992,2021-08-27
2022,295,서울특별시,현대양재어린이집,서울특별시 서초구 염곡말길 17-6,02-578-8845,2013-06-25
2022,296,서울특별시,현대오토에버 늘해랑어린이집,서울특별시 강남구 삼성로84길 13,02-3453-0053,2020-10-14
2022,297,서울특별시,현대오토에버 어린이집,서울특별시 강남구 테헤란로113길 12,02-6200-4055,2019-01-01
2022,298,서울특별시,현대캐피탈 도담어린이집,서울특별시 중구 세종대로 14,02 -6411-6191,2022-10-20
2022,299,서울특별시,현대해상 온마음어린이집,서울특별시 종로구 신문로2가 경희궁1길 9,02-725-5355,2014-02-26
2022,300,서울특별시,현대홈키즈어린이집,"서울특별시 강동구 올림픽로70길 34 현대홈쇼핑 1층, 현대홈키즈어린이집",02-484-0508,2018-04-30
2022,301,서울특별시,홈앤쇼핑 어린이집,서울특별시 강서구 공항대로 150 홈앤쇼핑 3층,02-2662-0720,2022-03-15
2022,302,서울특별시,홈플러스어린이집,"서울특별시 강서구 화곡로 398 1층(등촌동, 홈플러스 강서점 앤 본사사옥)",070-4727-8805,2016-08-23
2022,303,서울특별시,효성ITX어린이집,서울특별시 영등포구 양평동4가 선유동2로 57,02-2068-1920,2016-02-25
2022,304,서울특별시,효성어린이집,서울특별시 마포구 마포대로 119 (공덕동)  4층,02-3774-4678,2015-02-26
2022,305,부산광역시,BIFC어린이집,"부산광역시 남구 문현금융로 40 문현국제금융센터, 101호(문현동)",051-647-9031,2014-11-28
2022,306,부산광역시,BIFC푸른바다어린이집,부산광역시 남구 문현금융로 40 부산국제금융센터 203호 (문현동),051-647-9041,2018-02-26
2022,307,부산광역시,BNK금정어린이집,부산광역시 금정구 금강로 324 (장전동),051-513-2561,2015-08-21
2022,308,부산광역시,BNK사하어린이집,부산광역시 사하구 낙동대로295번길 16,051-294-8954,2016-02-24
2022,309,부산광역시,BNK전포동어린이집,부산광역시 부산진구 중앙대로 807 부산은행 전포동지점 1층내 (부전동),051-819-9413,2011-02-22
2022,310,부산광역시,BNK해운대어린이집,부산광역시 해운대구 대천로42번길 42 (중동),051-746-2619,2015-02-23
2022,311,부산광역시,GKL행복어린이집,"부산광역시 동구 자성로 134 (범일동, 눌원빌딩)",051-647-9551,2015-12-24
2022,312,부산광역시,HF보금자리어린이집,부산광역시 남구 문현금융로 40,051-637-0408,2022-09-23
2022,313,부산광역시,IBK 참 좋은 어린이집,부산광역시 동구 중앙대로 489 (범일동),051-633-3800,2013-04-12
2022,314,부산광역시,KR 단미래 어린이집,부산광역시 강서구 명지오션시티9로 36,070-8799-8170,2013-02-28
2022,315,부산광역시,PNC어린이집,부산광역시 강서구 신항남로 372,070-4145-5327,2017-03-27
2022,316,부산광역시,금정구청어린이집,부산광역시 금정구 중앙대로 1777 금정구청내 금정구청어린이집,051-519-4327,2004-05-10
2022,317,부산광역시,기장소방서공동직장어린이집,부산광역시 기장군 정관읍 용수로 7,051-760-5187,2022-02-21
2022,318,부산광역시,남해지방해양경찰청어린이집,부산광역시 영도구 해양로 293 남해지방해양경찰청어린이집,051-717-3698,2016-02-26
2022,319,부산광역시,녹산산단바른어린이집,부산광역시 강서구 녹산산단335로 11 (송정동),051-831-5022,2016-03-16
2022,320,부산광역시,동국제강부산어린이집,부산광역시 남구 분포로 113 231동 101호,051-622-2017,2017-02-23
2022,321,부산광역시,동남권원자력의학원어린이집,부산광역시 기장군 좌동길 40 동남권원자력의학원,051-727-5897,2012-06-08
2022,322,부산광역시,동아대학교 직장어린이집,부산광역시 사하구 낙동대로550번길 37 한림생활관 승학2관 지하1층,051-200-5985,2016-08-23
2022,323,부산광역시,동의대학교부속동의어린이집,부산광역시 부산진구 엄광로 176  (가야동),051-890-2981,2010-02-25
2022,324,부산광역시,메리놀병원어린이집,부산광역시 중구 대청동4가 중구로 121 (메리놀병원),051-461-2319,2016-03-11
2022,325,부산광역시,명지녹산산단 명지어린이집,부산광역시 강서구 명지오션시티11로 79 (명지동),051-208-7009,2020-10-29
2022,326,부산광역시,봉생어린이집,부산광역시 동구 고관로 160-4 (좌천동),051-643-5191,1999-10-29
2022,327,부산광역시,부경대학교어린이집,"부산광역시 남구 용소로 45 C14 부경대학교어린이집(대연동, 부경대학교)",051-629-7493,2016-02-17
2022,328,부산광역시,부민병원어린이집,부산광역시 북구 의성로95번길 11,051-333-3507,2013-05-31
2022,329,부산광역시,부민병원어린이집,부산광역시 해운대구 우동1로 9-28 상가1층,051-743-6512,2017-03-31
2022,330,부산광역시,부산 하나금융 공동직장어린이집,부산광역시 연제구 반송로 10 2층,051-852-9372,2019-06-26
2022,331,부산광역시,부산검찰어린이집,부산광역시 연제구 법원로 15 (거제동),051-506-8860,2013-02-28
2022,332,부산광역시,부산경찰청어린이집,부산광역시 동래구 쇠미로17번길 8 부산경찰청어린이집,051-505-9330,2016-08-26
2022,333,부산광역시,부산광역시청어린이집,부산광역시 부산진구 거제천로40번길 31 (양정동),051-866-2918,2007-03-05
2022,334,부산광역시,부산교통공사 휴메트로어린이집,부산광역시 부산진구 중앙대로644번길 20 부산교통공사,051-636-0831,2012-07-25
2022,335,부산광역시,부산대학교 직장어린이집,부산광역시 금정구 부산대학로63번길 2 (장전동),051-510-3626,2017-02-27
2022,336,부산광역시,부산백병원어린이집,"부산광역시 부산진구 엄광로 68 102동 103호(개금동, 벽산아파트)",051-897-6506,2017-03-13
2022,337,부산광역시,부산법원어린이집,부산광역시 연제구 법원로 31 (거제동),051-501-3357,2008-02-15
2022,338,부산광역시,부산서부지원어린이집,부산광역시 강서구 명지국제7로 77 부산지방법원 서부지원2층,051-812-1520,2017-09-01
2022,339,부산광역시,부산성모병원어린이집,부산광역시 남구 용호로232번길 25-14 (용호동),051-627-7787,2016-04-14
2022,340,부산광역시,부산세관어린이집,부산광역시 중구 충장대로 20 (중앙동4가),051-620-6088,2008-07-01
2022,341,부산광역시,부산의료원어린이집,부산광역시 연제구 월드컵대로 359 (거제동) 부산광역시의료원,051-607-2553,2013-09-02
2022,342,부산광역시,부산정관산업단지 공동직장 어린이집,부산광역시 기장군 정관읍 산단로 363,051-710-0062,2019-02-28
2022,343,부산광역시,부산지방국세청 우리누리어린이집,부산광역시 연제구 연제로 12,051-750 -7945,2021-09-24
2022,344,부산광역시,부산진구청어린이집,부산광역시 부산진구 시민공원로 30 부산진구청내 보육시설,051-802-4858,2013-09-27
2022,345,부산광역시,사하경찰서어린이집,부산광역시 사하구 을숙도대로 665,051-203-7898,2020-08-26
2022,346,부산광역시,삼성전기부산어린이집,부산광역시 강서구 녹산산업중로 333 삼성전기 부산공장 33호동(여자기숙사) (송정동),051-970-9041,2007-03-02
2022,347,부산광역시,센텀가온어린이집,"부산광역시 해운대구 센텀서로 39 1층(우동, 영상산업센터)",051-747-7028,2018-01-18
2022,348,부산광역시,신세계어린이집,부산광역시 해운대구 센텀남대로 35 신세계백화점내 2층 (우동),051-745-2411,2011-02-24
2022,349,부산광역시,안델센어린이집,부산광역시 기장군 장안읍 장안산단4로 42,051-727-4377,2018-03-01
2022,350,부산광역시,연제어린이집,부산광역시 연제구 중앙천로19번길 20,051-989-1001,2019-02-22
2022,351,부산광역시,온종합병원어린이집,부산광역시 부산진구 가야대로 721 온종합병원어린이집,051-607-0768,2018-10-22
2022,352,부산광역시,이케아 다기스(동부산)어린이집,부산광역시 기장군 기장읍 동부산관광3로 17,051-723-3371,2020-02-06
2022,353,부산광역시,인제대학교 해운대백병원 사랑누리어린이집,"부산광역시 해운대구 세실로 19 112-101(좌동, 대우1차아파트)",051-949-0797,2017-02-17
2022,354,부산광역시,좋은강안어린이집,부산광역시 수영구 수영로 493 좋은강안병원,051-610-9966,2016-01-08
2022,355,부산광역시,좋은문화어린이집,부산광역시 동구 범일일길 40,051-998-0543,2016-05-02
2022,356,부산광역시,좋은삼선어린이집,부산광역시 사상구 가야대로310번길 8 (주례동),051-326-5100,2004-04-13
2022,357,부산광역시,충렬어린이집,부산광역시 해운대구 좌동순환로15번길 24 101동 뒤,051-742-2365,2017-02-24
2022,358,부산광역시,코레일부산어린이집,부산광역시 부산진구 백양대로 49  (당감동),051-896-3325,2008-02-28
2022,359,부산광역시,한국해양어린이집,부산광역시 영도구 태종로 727,051-410-5300,2018-05-28
2022,360,부산광역시,한수원 한빛어린이집,부산광역시 기장군 장안읍 천산로 28 한빛아파트 2단지내,051-727-3994,2008-03-07
2022,361,부산광역시,해군작전사 바다별어린이집,부산광역시 남구 신선로 393-15 용당해군숙소,051-627-2014,2014-12-15
2022,362,부산광역시,해성어린이집,부산광역시 강서구 공항진입로42번길 20,051-941-0177,2021-12-01
2022,363,부산광역시,행복누리어린이집,부산광역시 동구 자성로 134 (범일동),051-637-2527,2008-10-01
2022,364,부산광역시,현대해상온마음어린이집,부산광역시 동구 고관로13번길 31,051-468-9979,2016-02-29
2022,365,대구광역시,DGB아이꿈터달서어린이집,대구광역시 달서구 월배로 109,053-637-1600,2018-02-21
2022,366,대구광역시,DGB아이꿈터어린이집,대구광역시 수성구 달구벌대로 2271-5,053-742-5206,2008-02-28
2022,367,대구광역시,DGIST직장어린이집,대구광역시 달성군 현풍읍 테크노중앙대로 333 비슬빌리지 302동 1층,070-4145-2018,2018-12-21
2022,368,대구광역시,LH대구경북어린이집,대구광역시 달서구 상화로 272 (도원동) LH대구경북지역본부,053-637-7977,2020-12-23
2022,369,대구광역시,강철직장어린이집,대구광역시 북구 구리로 183-28,053-313 -6755,2022-10-11
2022,370,대구광역시,개똥이어린이집,대구광역시 북구 구암로60길 46-13,053-710-7911,2005-11-10
2022,371,대구광역시,경북대학교병원어린이집,대구광역시 중구 국채보상로140길 24-7(동인동 2가),053-261-1710,2019-02-25
2022,372,대구광역시,경북대학교어린이집,대구광역시 북구 대학로 80 206동(산격동),053-950-5984,2017-02-17
2022,373,대구광역시,계명문화대학교부설어린이집,대구광역시 달서구 달서대로 675 계명문화대학 유아교육관 1층 (신당동),053-589-7875,2005-03-02
2022,374,대구광역시,과학나무공동직장어린이집,대구광역시 달성군 유가읍 테크노대로6길 20,053-670-6260,2020-02-27
2022,375,대구광역시,광성어린이집,대구광역시 동구 둔산로 311-1,053-983-7962,2010-03-16
2022,376,대구광역시,글로벌아이어린이집,대구광역시 수성구 파동로18안길 24,053-767-0411,2016-02-22
2022,377,대구광역시,달성군청직장어린이집,대구광역시 달성군 옥포면 강림3길 42,053-721-7704,2017-03-02
2022,378,대구광역시,달성산단참꽃직장어린이집,대구광역시 달성군 유가읍 테크노북로6길 26,053-611-7979,2018-12-03
2022,379,대구광역시,대구강북경찰서어린이집,대구광역시 북구 동암로 130 대구강북경찰서어린이집,053-313-2031,2022-02-24
2022,380,대구광역시,대구검찰어린이집,대구광역시 수성구 국채보상로186길 111,053-759-9780,2017-01-12
2022,381,대구광역시,대구경찰어린이집,대구광역시 수성구 무학로 227 (대구지방경찰청),053-719-0560,2013-02-13
2022,382,대구광역시,대구광역시달서구청직장어린이집,대구광역시 달서구 월배로 95-17 (진천동),053-719-3131,2016-09-29
2022,383,대구광역시,대구광역시청어린이집,대구광역시 중구 동덕로 182 (동인동1가),053-803-5638,1997-02-05
2022,384,대구광역시,대구교통공사다정다감어린이집,대구광역시 달서구 월배로 250 대구도시철도공사,053-637-5885,2015-03-01
2022,385,대구광역시,대구법원어린이집,대구광역시 수성구 세진로 26 (범어동),053-742-1401,2010-02-02
2022,386,대구광역시,대구의료원어린이집,대구광역시 서구 평리로33길 13 (중리동),053-552-3923,2005-04-25
2022,387,대구광역시,대구혁신도시 큰나래어린이집,대구광역시 동구 첨복로 51(신서동),053-964-5500,2022-10-20
2022,388,대구광역시,동산의료원어린이집,대구광역시 달서구 달구벌대로 1035 (신당동),053-258-7134,1997-05-09
2022,389,대구광역시,무열대어린이집,대구광역시 수성구 국채보상로 1019 수성데시앙아파트 103동 103호,053-753-1279,2012-09-21
2022,390,대구광역시,보라매어린이집,대구광역시 동구 둔산로68길 32 2층,053-985-4700,2017-03-02
2022,391,대구광역시,봄봄동구청직장어린이집,대구광역시 동구 아양로41길 23-9,053-943-7553,2016-01-01
2022,392,대구광역시,북구청직장어린이집,대구광역시 북구 옥산로 69-14,053-267-7600,2018-01-26
2022,393,대구광역시,수성구청직장어린이집,대구광역시 수성구 달구벌대로495길 26-13,053-751-8348,2017-02-28
2022,394,대구광역시,스콜라어린이집,대구광역시 중구 중앙대로62길 15 (남산동),053-215-9000,2005-01-17
2022,395,대구광역시,신용보증기금어린이집,대구광역시 동구 첨단로 7,053-430-4570,2015-03-02
2022,396,대구광역시,아마레어린이집,대구광역시 남구 성당로18길 50 (대명동),053-656-9025,2016-10-26
2022,397,대구광역시,알파시티 공동직장 도담어린이집,대구광역시 수성구 유니버시아드로 119,053-795 -1230,2022-07-22
2022,398,대구광역시,에코 파티마병원 직장어린이집,대구광역시 동구 아양로15길 43 (신암동),053-959-2268,2016-03-18
2022,399,대구광역시,영남이공대학교어린이집,대구광역시 남구 현충로 170 영남이공대학교 인애관1층,053-650-9760,2017-02-20
2022,400,대구광역시,정부대구지방합동청사행복한어린이집,대구광역시 달서구 화암로 301 정부대구지방합동청사,053-230-7366,2013-02-13
2022,401,대구광역시,칠곡경북대학교병원어린이집,대구광역시 북구 호국로 807-3 칠곡경북대학교 병원 옆,053-312-9008,2016-12-13
2022,402,대구광역시,코레일 대구어린이집,대구광역시 동구 동부로15길 89,053-945-5333,2016-02-05
2022,403,대구광역시,평화은초롱어린이집,대구광역시 달성군 유가읍 테크노북로9길 42 108동 103호(힐데스하임아파트),053-617-0500,2017-03-17
2022,404,대구광역시,한국가스공사 늘푸른어린이집,대구광역시 동구 동내로20길 34,053-964-1312,2014-10-01
2022,405,대구광역시,한국부동산원 한누리어린이집,대구광역시 동구 이노밸리로 291 한국감정원,053-663-8123,2013-08-23
2022,406,인천광역시,IBK 참! 좋은 어린이집,인천광역시 부평구 부흥로 353 3층(부평동),032-502-8133,2012-09-26
2022,407,인천광역시,IBK남동사랑어린이집,"인천광역시 남동구 남동대로239번길 72-19 ,3층(논현동)",032-811-1942,2018-03-23
2022,408,인천광역시,LH인천어린이집,인천광역시 남동구 논현로46번길 23,032-255-0021,2019-11-12
2022,409,인천광역시,SCK직장어린이집,인천광역시 중구 자유무역로 191 스태츠칩팩코리아 복지동 내(운서동),032-340-3782,2016-01-20
2022,410,인천광역시,가좌초등학교어린이집,인천광역시 서구 장고개로309번길 5 가좌초등학교내 (가좌동),032-573-7911,2004-10-01
2022,411,인천광역시,가천어린이집,인천광역시 남동구 남동대로 769 1층(구월동),032-429-9235,2017-02-27
2022,412,인천광역시,간석초어린이집,인천광역시 남동구 석산로208번길 37 간석초등학교 내 (구월동),032-472-0751,2011-08-31
2022,413,인천광역시,갈산초등학교어린이집,인천광역시 부평구 갈월동로 55 (1층) (갈산동),032-628-1721,2011-09-01
2022,414,인천광역시,강화군청어린이집,인천광역시 강화군 강화읍 강화대로 394,032-930-3686,2015-08-28
2022,415,인천광역시,계산초등학교어린이집,인천광역시 계양구 경명대로 1005 (계산동),032-554-1671,2008-07-31
2022,416,인천광역시,계양구청어린이집,인천광역시 계양구 계산새로 88 계양구청내(계산동),032-430-7900,2002-01-01
2022,417,인천광역시,공항꿈나무제1어린이집,인천광역시 중구 공항로424번길 47,032-741-7500,2013-02-25
2022,418,인천광역시,공항꿈나무제2어린이집,인천광역시 중구 공항로424번길 69,032-743-3340,2018-02-23
2022,419,인천광역시,공항세관바다어린이집,"인천광역시 중구 신도시남로 92 1205-104(운서동, 영종주공스카이빌12단지)",032-746-2234,2012-06-28
2022,420,인천광역시,공항세관하늘어린이집,"인천광역시 중구 신도시남로 92 1205-103(운서동, 영종주공스카이빌12단지)",070-8823-2234,2012-06-28
2022,421,인천광역시,꿈마루어린이집,인천광역시 미추홀구 소성로163번길 49 인천지방검찰청,032-862-7770,2013-02-22
2022,422,인천광역시,나래어린이집,인천광역시 중구 인중로98번길 17 인천세관직원생활관 (신흥동1가),032-773-9700,2007-10-26
2022,423,인천광역시,남동구청어린이집,"인천광역시 남동구 소래로 633  (만수동,남동구청)",032-469-7771,2001-06-01
2022,424,인천광역시,늘푸른어린이집,인천광역시 연수구 독배로 68 유진메디타워 301호,032-831-9255,2019-03-18
2022,425,인천광역시,니트꿈나무어린이집,"인천광역시 연수구 컨벤시아대로 165 2층(송도동, 니트타워제1호)",032-230-8003,2015-02-26
2022,426,인천광역시,동구청직장어린이집,인천광역시 동구 금곡로 67,032-223-0911,2013-01-16
2022,427,인천광역시,동국제강인천어린이집,"인천광역시 동구 송미로 6 110동 102호(송림동, 풍림아이원아파트)",032-763-0010,2017-02-24
2022,428,인천광역시,두루미어린이집,인천광역시 남동구 정각로 29 인천광역시청 (구월동),032-429-6395,2001-10-12
2022,429,인천광역시,리틀핸즈어린이집,인천광역시 서구 백범로 884 학산문화재단 3층,032-870-9616,2013-10-07
2022,430,인천광역시,미소인 어린이집,인천광역시 부평구 무네미로 447,032-505-1716,2017-07-21
2022,431,인천광역시,미추홀경찰서어린이집,인천광역시 미추홀구 매소홀로290번길 32,032-876 -1276,2022-02-24
2022,432,인천광역시,미추홀구청어린이집,인천광역시 미추홀구 경인로70번길 24 (숭의동),032-889-0306,2002-03-06
2022,433,인천광역시,부평구청어린이집,인천광역시 부평구 부평대로 168 부평구청내(1층) (부평동),032-528-5697,1996-11-01
2022,434,인천광역시,부평초등학교어린이집,인천광역시 계양구 어사대로 20 부평초등학교 내 어린이집 (계산동),032-541-9881,2005-03-10
2022,435,인천광역시,블루텍 하늘 공동직장어린이집,인천광역시 서구 보듬로 158 블루텍 미플존120호,032-220-5252,2017-05-16
2022,436,인천광역시,삼성바이오드림파크어린이집,인천광역시 연수구 송도바이오대로 300,032-455-8300,2016-01-06
